Animal-Animal ID,Animal-Birth ID,Animal-BW 1-Value,Animal-BW 1-Reliability,Animal-PW-Value,Animal-PW-Reliability,Animal-A2 Status,Animal-Calving Date,Pre-Calving-Expected Calving Date,Dam-Cow No.,Dam-Official ID,Sire-Name,Sire-Sire ID,Calf-Birth Date,Calf-BW 2-Value,Calf-BW 2-Reliability,Calf-Sex
387,WTNG-18-47,238,42,264,15,A2/A2,,,,FMD-11-185,BRAEDENE PAS TRIPLESTAR,313516,,,,
388,HKYM-16-58,217,56,438,63,A2/A2,,01 Sep 2020,,MQVR-08-1,KELLAND KC SPEEDWAY,309012,,,,
389,HKYM-16-71,149,55,39,63,A2/A2,29 Aug 2020,,,FMD-11-203,KELLAND KC SPEEDWAY,309012,29 Aug 2020,227,36,F
390,HKYM-16-153,195,56,263,63,A2/A2,23 Aug 2020,,,MQVR-09-10,LYNBROOK TERRIFIC ET S3J,309084,23 Aug 2020,262,36,F
391,HKYM-17-47,205,47,194,17,A2/A2,,08 Oct 2020,,FMD-11-203,LYNBROOK TERRIFIC ET S3J,309084,,,,
392,HKYM-18-56,226,45,235,16,A2/A2,26 Aug 2020,,,FMD-09-230,BONACORD MURMUR BOLT,313016,26 Aug 2020,,,M
393,HKYM-18-128,254,38,229,14,A2/A2,,,40,HKYM-12-121,RUANUI TERRIFIC DALAS S3J,316033,,,,
394,HKYM-16-54,160,56,266,63,A2/A2,31 Aug 2020,,,HJTQ-10-181,KELLAND KC SPEEDWAY,309012,31 Aug 2020,238,36,F
395,HKYM-13-60,214,59,357,75,A2/A2,,27 Aug 2020,,JBLT-06-68,HAYWARDS TGM AIM S3J,308103,,,,
396,HKYM-16-123,246,57,335,63,A2/A2,,27 Aug 2020,,FMD-11-29,LYNBROOK TERRIFIC ET S3J,309084,,,,
398,HKYM-16-116,211,56,222,59,A2/A2,,03 Sep 2020,,HKYM-13-172,LYNBROOK TERRIFIC ET S3J,309084,,,,
399,HKYM-16-162,233,56,298,63,A2/A2,05 Sep 2020,,,FMD-11-57,LYNBROOK TERRIFIC ET S3J,309084,05 Sep 2020,283,36,F
400,FMD-11-171,123,58,126,77,A2/A2,29 Aug 2020,,,KFXT-04-3,SUPERCOWS STUNNER,509135,29 Aug 2020,,,M
401,HKYM-16-79,205,57,175,63,A2/A2,02 Sep 2020,,,CNGW-06-18,LYNBROOK TERRIFIC ET S3J,309084,02 Sep 2020,,,M
402,HKYM-16-158,243,59,-11,64,A2/A2,27 Aug 2020,,,FMD-08-71,LYNBROOK TERRIFIC ET S3J,309084,27 Aug 2020,274,37,F
403,HKYM-16-17,169,56,216,59,A2/A2,05 Sep 2020,,,HKYM-13-169,KELLAND KC SPEEDWAY,309012,05 Sep 2020,237,36,F
404,HKYM-16-166,202,56,70,63,A2/A2,29 Aug 2020,,,HKYM-12-63,LYNBROOK TERRIFIC ET S3J,309084,29 Aug 2020,266,36,F
405,HKYM-16-134,177,57,-23,63,A2/A2,27 Aug 2020,,,HJTQ-06-327,LYNBROOK TERRIFIC ET S3J,309084,27 Aug 2020,253,36,F
406,HKYM-14-162,193,56,191,70,A2/A2,26 Aug 2020,,,FMD-07-54,OKURA LIKA MURMUR S3J,306549,26 Aug 2020,,,M
407,HKYM-16-94,226,56,156,63,A2/A2,28 Aug 2020,,,HKYM-12-57,LYNBROOK TERRIFIC ET S3J,309084,28 Aug 2020,266,36,F
408,HKYM-16-30,207,56,239,63,A2/A2,18 Aug 2020,,,HKYM-12-187,KELLAND KC SPEEDWAY,309012,18 Aug 2020,256,37,F
409,HKYM-18-125,232,43,229,15,A2/A2,01 Sep 2020,,76,HKYM-15-54,BONACORD MURMUR BOLT,313016,01 Sep 2020,131,11,F
411,HKYM-16-104,199,57,184,60,A2/A2,,,,FMD-06-68,LYNBROOK TERRIFIC ET S3J,309084,,,,
412,HKYM-16-74,210,56,257,63,A2/A2,,27 Oct 2020,,FMD-11-229,KELLAND KC SPEEDWAY,309012,,,,
414,WTNG-18-1,222,60,174,21,A2/A2,,,1,HKYM-15-74,BELLS CM CONRAD S2J,312057,,,,
416,HKYM-16-135,193,55,97,63,A2/A2,01 Sep 2020,,,PKTY-11-45,LYNBROOK TERRIFIC ET S3J,309084,01 Sep 2020,112,14,F
417,HKYM-16-18,175,56,219,63,A2/A2,,16 Aug 2020,,FMD-11-5,KELLAND KC SPEEDWAY,309012,,,,
418,HKYM-16-75,175,56,80,63,A2/A2,21 Aug 2020,,,HJTQ-08-442,KELLAND KC SPEEDWAY,309012,21 Aug 2020,252,36,F
419,HKYM-16-131,211,58,163,64,A2/A2,,,,HKYM-13-143,LYNBROOK TERRIFIC ET S3J,309084,,,,
420,HKYM-16-87,129,51,47,51,A2/A2,,27 Oct 2020,329,MQVR-09-90,KELLAND KC SPEEDWAY,309012,,,,
421,HKYM-16-46,215,55,450,63,A2/A2,05 Sep 2020,,269,HKYM-13-137,KELLAND KC SPEEDWAY,309012,05 Sep 2020,274,35,F
424,HKYM-16-73,182,54,252,56,A2/A2,,24 Jul 2020,,FMD-11-40,KELLAND KC SPEEDWAY,309012,,,,
426,HKYM-17-90,164,56,30,51,A2/A2,,08 Oct 2020,,FMD-11-166,KELLAND KC SPEEDWAY,309012,,,,
428,HKYM-16-136,202,56,174,63,A2/A2,,,,FMD-11-186,LYNBROOK TERRIFIC ET S3J,309084,,,,
429,HKYM-16-86,168,56,228,63,A2/A2,05 Sep 2020,,,PTV-06-26,KELLAND KC SPEEDWAY,309012,05 Sep 2020,251,36,F
430,HKYM-16-23,278,56,427,57,A2/A2,04 Sep 2020,,235,HKYM-14-42,LYNBROOK TERRIFIC ET S3J,309084,04 Sep 2020,303,36,F
431,HKYM-16-60,196,55,197,63,A2/A2,,01 Sep 2020,,HKYM-12-24,KELLAND KC SPEEDWAY,309012,,,,
432,HKYM-16-117,200,56,199,63,A2/A2,,,,FMD-08-120,LYNBROOK TERRIFIC ET S3J,309084,,,,
433,HKYM-16-100,237,55,260,63,A2/A2,,03 Sep 2020,,HKYM-13-42,KELLAND KC SPEEDWAY,309012,,,,
434,HKYM-16-55,187,56,98,63,A2/A2,27 Aug 2020,,95,HKYM-12-43,KELLAND KC SPEEDWAY,309012,27 Aug 2020,246,36,F
436,HKYM-17-99,154,55,82,50,A2/A2,03 Sep 2020,,,HJTQ-08-353,OKURA LIKA MURMUR S3J,306549,03 Sep 2020,,,M
437,HKYM-17-50,270,53,352,50,A2/A2,02 Sep 2020,,,HKYM-14-107,LYNBROOK GG QUICKSILVER,312059,02 Sep 2020,293,35,F
439,HKYM-17-52,209,57,86,51,A2/A2,17 Aug 2020,,,FMD-08-71,KELLAND KC SPEEDWAY,309012,17 Aug 2020,262,36,M
441,HKYM-17-72,218,55,38,50,A2/A2,,02 Sep 2020,,WTNG-12-47,LYNBROOK TERRIFIC ET S3J,309084,,,,
443,HKYM-17-58,208,51,150,49,A2/A2,,07 Sep 2020,,HKYM-14-148,WILLAND LT DYNAMO,311029,,,,
444,FMD-11-70,225,62,427,76,A2/A2,25 Aug 2020,,,FMD-09-104,FOXTON NN FROSTY S3J,309039,25 Aug 2020,,,M
445,HKYM-17-11,232,55,199,50,A2/A2,,09 Sep 2020,133,HKYM-14-134,LYNBROOK TERRIFIC ET S3J,309084,,,,
446,HKYM-17-115,286,53,452,50,A2/A2,27 Aug 2020,,,PKTY-11-54,OKURA LT INTEGRITY,311013,27 Aug 2020,,,M
448,HKYM-17-43,245,54,239,50,A2/A2,29 Aug 2020,,152,HKYM-14-39,LYNBROOK TERRIFIC ET S3J,309084,29 Aug 2020,286,35,F
449,HKYM-17-86,218,53,276,50,A2/A2,27 Aug 2020,,,HKYM-14-19,CHARDONNAY FRANKIE,312014,27 Aug 2020,,,M
450,HKYM-17-28,246,55,224,50,A2/A2,04 Sep 2020,,,FMD-11-88,LYNBROOK TERRIFIC ET S3J,309084,04 Sep 2020,281,35,F
451,HKYM-17-60,190,54,37,50,A2/A2,03 Sep 2020,,,HKYM-14-158,KELLAND KC SPEEDWAY,309012,03 Sep 2020,259,35,F
452,HKYM-12-39,181,62,262,77,A2/A2,,27 Aug 2020,,FMD-04-13,KERSTENS KRC RONALDO,309090,,,,
